"","sampleID.exp","test1.exp","allP.exp","ztest1","zallP","month","june","aug","exp.adjust","exp.adjustTest1","stress"
"220","8",31420,38720,-0.964514998543593,-0.348412628553918,"aug",0,1,1490.14774686365,32910.1477468637,5809.85225313635
"221","80",32700,38250,0.188774112720581,-1.15196933881095,"aug",0,1,1544.34600692453,34244.3460069245,4005.65399307547
"222","800",32580,38550,0.0806532585395607,-0.639060800349018,"aug",0,1,1575.07485240713,34155.0748524071,4394.92514759288
"223","809",32580,39760,0.0806532585395607,1.42967030478079,"aug",0,1,1828.06750119575,34408.0675011958,5351.93249880425
"224","810",33090,39100,0.540166888808884,0.301271520164538,"aug",0,1,1790.436995533,34880.436995533,4219.563004467
"225","811",32450,40000,-0.0364776668232028,1.83999713555034,"aug",0,1,1893.86988167134,34343.8698816713,5656.13011832866
"226","812",33490,38800,0.900569736078937,-0.211637018297405,"aug",0,1,1787.74943710072,35277.7494371007,3522.25056289928
"227","821",32320,38380,-0.153608592185973,-0.929708972144105,"aug",0,1,1523.24839134613,33843.2483913461,4536.75160865387
"228","822",32790,39240,0.26986475335634,0.540628838113443,"aug",0,1,1790.4572814331,34580.4572814331,4659.5427185669
"229","823",33070,38700,0.522146746445379,-0.38260653111804,"aug",0,1,1762.52046926072,34832.5204692607,3867.47953073928
"230","824",32080,38470,-0.369850300548007,-0.775836410605531,"aug",0,1,1512.56270562497,33592.562705625,4877.43729437503
"231","833",31680,37940,-0.73025314781806,-1.68197482855495,"aug",0,1,1180.45926155798,32860.459261558,5079.54073844202
"232","834",32960,38900,0.423035963446114,-0.0406675054767569,"aug",0,1,1771.4607904629,34731.4607904629,4168.5392095371
"233","835",32010,38200,-0.432920798820267,-1.23745409522127,"aug",0,1,1458.33602991245,33468.3360299124,4731.66397008755
"234","836",31750,37910,-0.6671826495458,-1.73326568240115,"aug",0,1,1180.86679840426,32930.8667984043,4979.13320159574
"235","845",31860,38280,-0.568071866546536,-1.10067848496475,"aug",0,1,1461.49107100966,33321.4910710097,4958.50892899034
"236","846",31390,38730,-0.991545212088848,-0.331315677271857,"aug",0,1,1489.04256298971,32879.0425629897,5850.95743701029
"237","847",31420,38500,-0.964514998543593,-0.724545556759335,"aug",0,1,1465.24722461884,32885.2472246188,5614.75277538117
"238","848",31880,37700,-0.550051724183033,-2.09230165932449,"aug",0,1,1091.22844522572,32971.2284452257,4728.77155477428
"239","857",32490,38750,-0.000437382096198141,-0.297121774707722,"aug",0,1,1678.37472115622,34168.3747211562,4581.62527884378
"240","858",32010,38510,-0.432920798820267,-0.707448605477274,"aug",0,1,1516.36406711148,33526.3640671115,4983.63593288852
"241","859",32310,39990,-0.162618663367722,1.82290018426828,"aug",0,1,1850.72843211276,34160.7284321128,5829.27156788723
"242","860",33060,40000,0.513136675263629,1.83999713555034,"aug",0,1,1954.9422644702,35014.9422644702,4985.05773552979
"243","869",32730,39000,0.21580432626583,0.130302007343891,"aug",0,1,1770.67303316799,34500.673033168,4499.32696683201
"244","870",33460,39400,0.873539522533682,0.814180058626469,"aug",0,1,1833.63643411197,35293.636434112,4106.36356588804
"245","871",32780,40000,0.26085468217459,1.83999713555034,"aug",0,1,1939.09935657569,34719.0993565757,5280.90064342431
"246","872",33780,39130,1.16186180034973,0.352562374010734,"aug",0,1,1824.76762284043,35604.7676228404,3525.23237715958
"247","881",34740,38710,2.02682863379786,-0.365509579835979,"aug",0,1,1825.58482611165,36565.5848261116,2144.41517388835
"248","882",35800,40000,2.98189617906349,1.83999713555034,"aug",0,1,1830.00001088165,37630.0000108817,2369.99998911835
"249","884",37840,40000,4.81995070014078,1.83999713555034,"aug",0,1,1830,39670,330
"250","89",32560,39260,0.0626331161760616,0.574822740677565,"aug",0,1,1788.83840162549,34348.8384016255,4911.16159837451
"251","893",31550,38460,-0.847384073180826,-0.792933361887592,"aug",0,1,1468.50521455712,33018.5052145571,5441.49478544288
"252","894",31670,38430,-0.739263218999809,-0.844224215733787,"aug",0,1,1471.18545595678,33141.1854559568,5288.81454404322
"253","895",31970,38560,-0.468961083547271,-0.621963849066944,"aug",0,1,1532.18709940707,33502.1870994071,5057.81290059292
"254","896",33460,40000,0.873539522533682,1.83999713555034,"aug",0,1,2015.39081347842,35475.3908134784,4524.60918652158
"255","9",32610,38730,0.107683472084816,-0.331315677271857,"aug",0,1,1712.31288994846,34322.3128899485,4407.68711005154
"256","90",32830,38870,0.305905038083344,-0.0919583593229524,"aug",0,1,1764.53207735233,34594.5320773523,4275.46792264767
"257","905",32710,38800,0.197784183902331,-0.211637018297405,"aug",0,1,1758.14730309896,34468.147303099,4331.85269690103
"258","906",33260,39020,0.693338098898652,0.164495909908025,"aug",0,1,1790.41362567693,35050.4136256769,3969.58637432307
"259","907",32600,39010,0.0986734009030662,0.147398958625952,"aug",0,1,1766.19525670755,34366.1952567075,4643.80474329245
"260","908",31820,37960,-0.60411215127354,-1.64778092599082,"aug",0,1,1189.98168626013,33009.9816862601,4950.01831373987
"261","91",32890,38200,0.359965465173855,-1.23745409522127,"aug",0,1,1555.82161658266,34445.8216165827,3754.17838341734
"262","917",31780,38240,-0.640152436000545,-1.16906629009301,"aug",0,1,1416.62058096678,33196.6205809668,5043.37941903322
"263","918",32550,38910,0.0536230449943056,-0.0235705541946958,"aug",0,1,1761.11346634472,34311.1134663447,4598.88653365528
"264","919",32730,39140,0.21580432626583,0.369659325292795,"aug",0,1,1787.13063348275,34517.1306334827,4622.86936651725
"265","92",32450,38390,-0.0364776668232028,-0.912612020862044,"aug",0,1,1552.36040831974,34002.3604083197,4387.63959168025
"266","920",31810,38260,-0.613122222455293,-1.13487238752889,"aug",0,1,1443.53266220767,33253.5326622077,5006.46733779232
"267","929",31200,38110,-1.16273656454212,-1.39132665675985,"aug",0,1,1165.72281496831,32365.7228149683,5744.27718503169
"268","930",32870,38960,0.341945322810349,0.0619142022156341,"aug",0,1,1773.90404089041,34643.9040408904,4316.09595910959
"269","931",31910,39220,-0.523021510637778,0.506434935549308,"aug",0,1,1761.82068532084,33671.8206853208,5548.17931467916
"270","932",32510,39850,0.017582760267301,1.58354286631938,"aug",0,1,1835.61727035217,34345.6172703522,5504.38272964783
"271","953",31420,38140,-0.964514998543593,-1.34003580291366,"aug",0,1,1189.44024686385,32609.4402468638,5530.55975313616
"272","954",31590,38710,-0.811343788453822,-0.365509579835979,"aug",0,1,1519.18637537605,33109.186375376,5600.81362462395
"273","955",31420,39100,-0.964514998543593,0.301271520164538,"aug",0,1,1577.50839948009,32997.5083994801,6102.49160051991
"274","956",31690,38160,-0.721243076636307,-1.30584190034953,"aug",0,1,1249.96374671438,32939.9637467144,5220.03625328562
"275","1013",32020,38590,-0.0869522445380983,0.0261371104197766,"nov",0,0,1788.48664137034,33808.4866413703,4781.51335862966
"276","1014",31400,40000,-0.263429761009545,0.57475264006345,"nov",0,0,1798.97634925434,33198.9763492543,6801.02365074566
"277","1015",31880,38620,-0.126802006321974,0.0378097812632567,"nov",0,0,1787.95667967891,33667.9566796789,4952.04332032109
"278","1016",31540,39080,-0.22357999922567,0.216790734196654,"nov",0,0,1789.5244683536,33329.5244683536,5750.47553164641
"279","1025",32450,38900,0.0354434523695171,0.14675470913576,"nov",0,0,1791.3097373664,34241.3097373664,4658.6902626336
"280","1027",32090,38510,-0.0670273636461608,-0.00499001182951199,"nov",0,0,1788.19251585493,33878.1925158549,4631.80748414507
"281","1037",32070,38920,-0.0727201867581438,0.154536489698083,"nov",0,0,1790.19541699778,33860.1954169978,5059.80458300222
"282","1038",31950,38800,-0.106877125430037,0.107845806324151,"nov",0,0,1789.45356148658,33739.4535614866,5060.54643851343
"283","1039",32250,38970,-0.0214847787503048,0.173990941103886,"nov",0,0,1790.93587249891,34040.9358724989,4929.06412750109
"284","1040",32350,38790,0.00697933680960615,0.103954916042991,"nov",0,0,1790.386634486,34140.386634486,4649.61336551399
"285","1049",31560,39210,-0.217887176113688,0.267372307851746,"nov",0,0,1790.05902227617,33350.0590222762,5859.94097772383
"286","1051",31560,38620,-0.217887176113688,0.0378097812632567,"nov",0,0,1784.89532077614,33344.8953207761,5275.10467922386
"287","1052",31450,38880,-0.24919770322959,0.13897292857344,"nov",0,0,1787.78922521585,33237.7892252158,5642.21077478415
"288","1062",31540,38460,-0.22357999922567,-0.024444463235315,"nov",0,0,1780.40986606295,33320.4098660629,5139.59013393705
"289","1063",31980,38680,-0.0983378907620633,0.0611551229502225,"nov",0,0,1788.93275264631,33768.9327526463,4911.06724735369
"290","1064",32440,38920,0.0325970408135246,0.154536489698083,"nov",0,0,1791.40933521248,34231.4093352125,4688.59066478752
"291","1073",32400,40000,0.0212113945895606,0.57475264006345,"nov",0,0,1821.43104771169,34221.4310477117,5778.56895228831
"292","1074",32230,39460,-0.0271776018622878,0.364644564880766,"nov",0,0,1798.75892906719,34028.7589290672,5431.24107093281
"293","1076",32050,38510,-0.0784130098701268,-0.00499001182951199,"nov",0,0,1787.94926520296,33837.949265203,4672.05073479704
"294","1085",31020,37920,-0.371593400137205,-0.234552538417999,"nov",0,0,1763.00451269852,32783.0045126985,5136.99548730149
"295","1086",32760,39870,0.123682210605239,0.524171066408358,"nov",0,0,1822.89614669483,34582.8961466948,5287.10385330518
"296","1087",30770,38630,-0.442753689036982,0.0417006715444195,"nov",0,0,1770.25017235465,32540.2501723546,6089.74982764535
"297","1088",30750,37930,-0.448446512148964,-0.230661648136839,"nov",0,0,1761.51814481241,32511.5181448124,5418.48185518759
"298","1199",31570,38660,-0.215040764557697,0.0533733423878997,"nov",0,0,1785.78982261825,33355.7898226182,5304.21017738176
"299","1200",31920,38460,-0.115416360098009,-0.024444463235315,"nov",0,0,1786.21680418515,33706.2168041852,4753.78319581485
"300","1222",35020,40000,0.766971222259219,0.57475264006345,"nov",0,0,1922.7449764512,36942.7449764512,3057.25502354879
"301","1223",33200,40000,0.248924319068847,0.57475264006345,"nov",0,0,1826.50197953882,35026.5019795388,4973.49802046118
"302","1245",31110,38150,-0.345975696133286,-0.145062061951301,"nov",0,0,1765.45831294542,32875.4583129454,5274.54168705458
"303","1246",31200,38340,-0.320357992129366,-0.0711351466092437,"nov",0,0,1769.90182386364,32969.9018238636,5370.09817613636
"304","1247",31700,38660,-0.178037414329813,0.0533733423878997,"nov",0,0,1787.08430537366,33487.0843053737,5172.91569462634
"305","1248",31540,38550,-0.22357999922567,0.0105735492951309,"nov",0,0,1782.96459728729,33322.9645972873,5227.03540271271
"306","1258",31760,38760,-0.160958944993866,0.0922822451995084,"nov",0,0,1788.50928656318,33548.5092865632,5211.49071343682
"307","1259",31680,38550,-0.183730237441795,0.0105735492951309,"nov",0,0,1785.0411327978,33465.0411327978,5084.95886720221
"308","1260",31190,38610,-0.323204403685357,0.0339188909820967,"nov",0,0,1778.01660583577,32968.0166058358,5641.98339416423
"309","1275",30580,37960,-0.496835508600812,-0.218988977293356,"nov",0,0,1760.43938292854,32340.4393829285,5619.56061707146
"310","1281",31290,38880,-0.294740288125447,0.13897292857344,"nov",0,0,1786.45834859542,33076.4583485954,5803.54165140458
"311","1282",31610,39100,-0.203655118333733,0.224572514758977,"nov",0,0,1789.77934404678,33399.7793440468,5700.22065595323
"312","1284",31910,38750,-0.118262771654001,0.0883913549183483,"nov",0,0,1789.07920395382,33699.0792039538,5050.92079604618
"313","1293",31270,38650,-0.300433111237429,0.0494824521067396,"nov",0,0,1780.90869575744,33050.9086957574,5599.09130424256
"314","1295",32050,38430,-0.0784130098701268,-0.0361171340787978,"nov",0,0,1787.01643576532,33837.0164357653,4592.98356423469
"315","1296",31340,38650,-0.280508230345491,0.0494824521067396,"nov",0,0,1782.20223230469,33122.2022323047,5527.79776769531
"316","1305",31240,38460,-0.308972345905402,-0.024444463235315,"nov",0,0,1774.12808362977,33014.1280836298,5445.87191637023
"317","1306",31880,38820,-0.126802006321974,0.115627586886474,"nov",0,0,1789.33978666177,33669.3397866618,5150.66021333823
"318","1307",31860,38510,-0.132494829433956,-0.00499001182951199,"nov",0,0,1786.40074925328,33646.4007492533,4863.59925074672
"319","1317",31870,38740,-0.129648417877965,0.0845004646371883,"nov",0,0,1788.86591637067,33658.8659163707,5081.13408362933
"320","1318",30310,40000,-0.573688620612571,0.57475264006345,"nov",0,0,1790.01157391095,32100.0115739109,7899.98842608905
"322","1328",27840,37710,-1.27675227494236,-0.316261234322376,"nov",0,0,1565.97293297966,29405.9729329797,8304.02706702034
"323","1341",27400,40000,-1.40199438340597,0.57475264006345,"nov",0,0,1760.38010233961,29160.3801023396,10839.6198976604
"325","1353",37380,40000,1.43872434947311,0.57475264006345,"nov",0,0,2001.85251591477,39381.8525159148,618.147484085232
"326","1355",36970,40000,1.32202147567747,0.57475264006345,"nov",0,0,1977.53703360256,38947.5370336026,1052.46296639744
"327","1377",29830,34720,-0.710316375300141,-1.47963742838946,"nov",0,0,1473.19614087775,31303.1961408778,3416.80385912225
"329","1379",27910,34100,-1.25682739405042,-1.72087262582143,"nov",0,0,1191.49181477703,29101.491814777,4998.50818522297
"330","1380",30940,38350,-0.394364692585133,-0.0672442563280837,"nov",0,0,1766.70199544157,32706.7019954416,5643.29800455843
"331","1389",28910,40000,-0.972186238451318,0.57475264006345,"nov",0,0,1775.51876845198,30685.518768452,9314.48123154802
"333","1392",23640,40000,-2.47224512845861,0.57475264006345,"nov",0,0,1553.69530549694,25193.6953054969,14806.3046945031
"334","1423",36590,40000,1.21385783654982,0.57475264006345,"nov",0,0,1956.73131468691,38546.7313146869,1453.26868531309
"336","1437",34150,40000,0.519333416887996,0.57475264006345,"nov",0,0,1853.88993956349,36003.8899395635,3996.11006043651
"337","1438",24430,33860,-2.24737861553531,-1.81425399256929,"nov",0,0,1001.44227742163,25431.4422774216,8428.55772257837
"338","1440",32990,40000,0.189149676393034,0.57475264006345,"nov",0,0,1825.31901676913,34815.3190167691,5184.68098323087
"339","1449",20410,26280,-3.39163606104372,-4.76354882568919,"nov",0,0,1001.11111111111,21411.1111111111,4868.88888888889
"340","1450",25570,34560,-1.92288769815233,-1.54189167288803,"nov",0,0,1129.41261647533,26699.4126164753,7860.58738352466
"341","1451",32920,40000,0.169224795501097,0.57475264006345,"nov",0,0,1824.98040385022,34744.9804038502,5255.01959614978
"342","1452",33410,40000,0.308698961744657,0.57475264006345,"nov",0,0,1828.34611992446,35238.3461199245,4761.65388007554
"343","1461",19740,32860,-3.58234563529512,-2.20334302068537,"nov",0,0,1001.11111111182,20741.1111111118,12118.8888888882
"344","1463",22410,40000,-2.82235374984551,0.57475264006345,"nov",0,0,1483.46226307449,23893.4622630745,16106.5377369255
"345","1467",36620,40000,1.22239707121779,0.57475264006345,"nov",0,0,1958.01246311477,38578.0124631148,1421.98753688524
"346","1487",34880,40000,0.727121460475344,0.57475264006345,"nov",0,0,1914.74070959052,36794.7407095905,3205.25929040948
"347","1488",35320,40000,0.85236356893895,0.57475264006345,"nov",0,0,1933.44108723758,37253.4410872376,2746.55891276242
"348","1497",27660,40000,-1.3279876829502,0.57475264006345,"nov",0,0,1762.36439324725,29422.3643932472,10577.6356067528
"352","1521",36890,40000,1.29925018322955,0.57475264006345,"nov",0,0,1972.48960432354,38862.4896043235,1137.51039567647
"355","1524",28110,40000,-1.1998991629306,0.57475264006345,"nov",0,0,1764.64424032115,29874.6442403211,10125.3557596789
"356","1533",27440,40000,-1.390608737182,0.57475264006345,"nov",0,0,1760.77496350909,29200.7749635091,10799.2250364909
"357","1534",26070,35800,-1.78056712035278,-1.05942127802409,"nov",0,0,1236.6583433081,27306.6583433081,8493.3416566919
"362","1557",31980,40000,-0.0983378907620633,0.57475264006345,"nov",0,0,1814.10728536758,33794.1072853676,6205.89271463242
"364","1809",32510,38980,0.0525219217054621,0.177881831385046,"nov",0,0,1792.39697975175,34302.3969797517,4677.60302024825
"365","1810",31130,38230,-0.340282873021304,-0.113934939702015,"nov",0,0,1766.7355390489,32896.7355390489,5333.2644609511
"366","1811",32780,40000,0.129375033717222,0.57475264006345,"nov",0,0,1824.29035933602,34604.290359336,5395.70964066398
"367","1812",32310,39020,-0.00440630941435784,0.193445392509691,"nov",0,0,1791.53757578403,34101.537575784,4918.46242421596
"368","1821",32480,38910,0.0439826870374886,0.15064559941692,"nov",0,0,1791.53157166987,34271.5315716699,4638.46842833013
"370","1823",31990,38410,-0.0954914792060728,-0.0438989146411207,"nov",0,0,1786.13385437317,33776.1338543732,4633.86614562683
"371","1824",31250,38910,-0.306125934349411,0.15064559941692,"nov",0,0,1786.52461847712,33036.5246184771,5873.47538152288
"372","1845",31000,37930,-0.377286223249187,-0.230661648136839,"nov",0,0,1762.9829967624,32762.9829967624,5167.01700323759
"373","1846",31500,39190,-0.234965645449634,0.259590527289423,"nov",0,0,1789.84997601477,33289.8499760148,5900.15002398522
"374","1847",32680,39280,0.100910918157311,0.294608539819872,"nov",0,0,1802.78053074871,34482.7805307487,4797.21946925129
"375","1848",31100,38040,-0.348822107689276,-0.18786185504407,"nov",0,0,1764.30467111535,32864.3046711154,5175.69532888465
"376","499",31830,38410,-0.14103406410193,-0.0438989146411207,"nov",0,0,1784.09828961401,33614.098289614,4795.90171038599
"377","500",31560,38590,-0.217887176113688,0.0261371104197766,"nov",0,0,1784.24598826012,33344.2459882601,5245.75401173988
"378","509",32570,39550,0.0696003910414091,0.399662577411212,"nov",0,0,1811.29222721115,34381.2922272111,5168.70777278885
"379","510",31720,38730,-0.172344591217831,0.0806095743560255,"nov",0,0,1788.02683919258,33508.0268391926,5221.97316080742
"380","511",32810,39920,0.137914268385195,0.543625517814164,"nov",0,0,1823.76456946493,34633.7645694649,5286.23543053507
"381","512",31900,38060,-0.121109183209992,-0.180080074481747,"nov",0,0,1774.91244566651,33674.9124456665,4385.08755433349
"382","521",32300,38320,-0.00725272097035036,-0.0789169271715666,"nov",0,0,1787.6400737138,34087.6400737138,4232.3599262862
"383","522",36050,40000,1.0601516125263,0.57475264006345,"nov",0,0,1943.44810765855,37993.4481076586,2006.55189234145
"384","523",31850,38870,-0.135341240989947,0.135082038292277,"nov",0,0,1789.47854376139,33639.4785437614,5230.52145623861
"385","524",31530,38780,-0.226426410781661,0.100064025761831,"nov",0,0,1787.22407952563,33317.2240795256,5462.77592047437
"386","533",31970,38860,-0.101184302318055,0.131191148011117,"nov",0,0,1789.74717501981,33759.7471750198,5100.25282498019
"387","534",31900,39130,-0.121109183209992,0.23624518560246,"nov",0,0,1790.60410932835,33690.6041093283,5439.39589067165
"388","535",32310,39040,-0.00440630941435784,0.201227173072012,"nov",0,0,1791.70543774001,34101.70543774,4938.29456225998
"389","536",33730,39650,0.399784131536371,0.438571480222821,"nov",0,0,1826.40508012336,35556.4050801234,4093.59491987664
"390","545",30660,37450,-0.474064216152883,-0.417424381632556,"nov",0,0,1736.91478053835,32396.9147805383,5053.08521946165
"391","547",31030,38850,-0.368746988581214,0.127300257729957,"nov",0,0,1782.22350259136,32812.2235025914,6037.77649740864
"392","548",34560,40000,0.63603629068363,0.57475264006345,"nov",0,0,1888.96346187105,36448.963461871,3551.03653812895
"393","557",32570,39920,0.0696003910414091,0.543625517814164,"nov",0,0,1821.90924321724,34391.9092432172,5528.09075678277
"394","558",31630,39040,-0.197962295221751,0.201227173072012,"nov",0,0,1789.59786679551,33419.5978667955,5620.40213320449
"395","559",32070,38920,-0.0727201867581438,0.154536489698083,"nov",0,0,1790.19541699778,33860.1954169978,5059.80458300222
"396","560",32140,38670,-0.0527953058662063,0.0572642326690625,"nov",0,0,1789.41851102196,33929.418511022,4740.58148897804
"397","569",31570,38030,-0.215040764557697,-0.19175274532523,"nov",0,0,1768.24826980306,33338.2482698031,4691.75173019694
"398","570",27940,40000,-1.24828815938245,0.57475264006345,"nov",0,0,1763.74565489592,29703.7456548959,10296.2543451041
"399","571",31910,39080,-0.118262771654001,0.216790734196654,"nov",0,0,1790.41588125978,33700.4158812598,5379.58411874022
"400","572",32040,39690,-0.0812594214261173,0.454135041347464,"nov",0,0,1802.72772202766,33842.7277220277,5847.27227797234
"401","581",31950,39340,-0.106877125430037,0.317953881506838,"nov",0,0,1792.39820382323,33742.3982038232,5597.60179617677
"402","582",33170,39520,0.240385084400873,0.387989906567732,"nov",0,0,1821.68009666512,34991.6800966651,4528.31990333488
"403","583",37690,40000,1.52696310770883,0.57475264006345,"nov",0,0,2012.87224611058,39702.8722461106,297.127753889421
"404","584",31990,38340,-0.0954914792060728,-0.0711351466092437,"nov",0,0,1784.81928899387,33774.8192889939,4565.18071100613
"405","593",31860,38020,-0.132494829433956,-0.19564363560639,"nov",0,0,1772.82178896503,33632.821788965,4387.17821103497
"406","594",26430,40000,-1.6780963043371,0.57475264006345,"nov",0,0,1711.43007076309,28141.4300707631,11858.5699292369
"407","595",31390,38640,-0.266276172565536,0.0455915618255796,"nov",0,0,1782.79776840357,33172.7977684036,5467.20223159643
"408","596",31440,39000,-0.25204411478558,0.185663611947369,"nov",0,0,1788.75840066075,33228.7584006608,5771.24159933924
"409","605",32160,40000,-0.0471024827542253,0.57475264006345,"nov",0,0,1817.94461509431,33977.9446150943,6022.0553849057
"410","606",32260,38320,-0.0186383671943143,-0.0789169271715666,"nov",0,0,1787.33867614894,34047.3386761489,4272.66132385107
"411","607",32070,39720,-0.0727201867581438,0.465807712190947,"nov",0,0,1804.77422405276,33874.7742240528,5845.22577594724
"412","608",32080,39660,-0.0698737752021533,0.442462370503981,"nov",0,0,1802.55501072937,33882.5550107294,5777.44498927063
"413","617",36070,40000,1.06584443563828,0.57475264006345,"nov",0,0,1943.71241580899,38013.712415809,1986.28758419101
"414","618",28520,40000,-1.08319628913497,0.57475264006345,"nov",0,0,1768.45525757306,30288.4552575731,9711.54474242694
"415","619",31310,38080,-0.289047465013465,-0.172298293919427,"nov",0,0,1766.21714306849,33076.2171430685,5003.78285693151
"416","620",31590,38640,-0.209347941445715,0.0455915618255796,"nov",0,0,1785.66068174361,33375.6606817436,5264.33931825639
"417","629",32080,38380,-0.0698737752021533,-0.0555715854846008,"nov",0,0,1786.57660588846,33866.5766058885,4513.42339411155
"418","630",32730,38980,0.115142975937265,0.177881831385046,"nov",0,0,1794.58992519678,34524.5899251968,4455.41007480322
"419","631",33170,38990,0.240385084400873,0.181772721666209,"nov",0,0,1803.80302253287,34973.8030225329,4016.19697746712
"420","632",31810,38670,-0.146726887213912,0.0572642326690625,"nov",0,0,1788.00592123882,33598.0059212388,5071.99407876118
"421","641",30780,40000,-0.43990727748099,0.57475264006345,"nov",0,0,1791.5113059115,32571.5113059115,7428.4886940885
"422","642",32310,40000,-0.00440630941435784,0.57475264006345,"nov",0,0,1820.32720207106,34130.3272020711,5869.67279792894
"423","643",31230,39050,-0.311818757461393,0.205118063353172,"nov",0,0,1788.07546281071,33018.0754628107,6031.92453718929
"424","644",31190,38390,-0.323204403685357,-0.0516806952034408,"nov",0,0,1771.05182562411,32961.0518256241,5428.94817437589
"425","653",31820,38510,-0.14388047565792,-0.00499001182951199,"nov",0,0,1785.97693348563,33605.9769334856,4904.02306651437
"426","654",31880,38470,-0.126802006321974,-0.0205535729541549,"nov",0,0,1785.95206749597,33665.952067496,4804.04793250403
"427","655",31400,38460,-0.263429761009545,-0.024444463235315,"nov",0,0,1777.51982398313,33177.5198239831,5282.48017601687
"428","656",31290,38030,-0.294740288125447,-0.19175274532523,"nov",0,0,1765.40788375362,33055.4078837536,4974.59211624639
"429","665",33030,40000,0.200535322616998,0.57475264006345,"nov",0,0,1825.51889237533,34855.5188923753,5144.48110762467
"430","666",23170,40000,-2.60602647159019,0.57475264006345,"nov",0,0,1526.48746893759,24696.4874689376,15303.5125310624
"431","667",32210,38650,-0.0328704249742688,0.0494824521067396,"nov",0,0,1789.52693749414,33999.5269374941,4650.47306250587
"432","668",34350,40000,0.576261648007818,0.57475264006345,"nov",0,0,1869.76833941632,36219.7683394163,3780.23166058367
"433","677",32100,38900,-0.0641809520901703,0.14675470913576,"nov",0,0,1790.19276978317,33890.1927697832,5009.80723021684
"434","678",31710,38540,-0.175191002773822,0.00668265901397089,"nov",0,0,1785.22643822499,33495.226438225,5044.77356177501
"435","679",30980,38210,-0.382979046361169,-0.121716720264335,"nov",0,0,1765.19170585306,32745.1917058531,5464.80829414694
"436","680",31660,39020,-0.189423060553777,0.193445392509691,"nov",0,0,1789.59496365586,33449.5949636559,5570.40503634413
"437","689",31570,39280,-0.215040764557697,0.294608539819872,"nov",0,0,1790.34189313299,33360.341893133,5919.65810686701
"439","691",31490,38460,-0.237812057005626,-0.024444463235315,"nov",0,0,1779.40508134468,33269.4050813447,5190.59491865532
"440","692",31440,38550,-0.25204411478558,0.0105735492951309,"nov",0,0,1781.18325892489,33221.1832589249,5328.81674107511
"441","701",30420,37640,-0.542378093496668,-0.343497466290502,"nov",0,0,1740.72717337916,32160.7271733792,5479.27282662084
"442","702",30730,38060,-0.454139335260946,-0.180080074481747,"nov",0,0,1762.64302737532,32492.6430273753,5567.35697262468
"443","703",31320,37800,-0.286201053457473,-0.28124322179193,"nov",0,0,1763.54010900531,33083.5401090053,4716.45989099469
"444","704",30620,37330,-0.485449862376847,-0.464115065006488,"nov",0,0,1715.63583444846,32335.6358344485,4994.36416555154
"445","713",32980,39630,0.186303264837042,0.430789699660501,"nov",0,0,1821.47811100982,34801.4781110098,4828.52188899018
"446","714",37730,40000,1.53834875393279,0.57475264006345,"nov",0,0,2013.7970842474,39743.7970842474,256.202915752605
"447","715",32130,38420,-0.0556417174221968,-0.0400080243599579,"nov",0,0,1787.53499424194,33917.5349942419,4502.46500575805
"448","977",34710,40000,0.678732464023496,0.57475264006345,"nov",0,0,1902.13508727461,36612.1350872746,3387.86491272539
"449","978",32020,39100,-0.0869522445380983,0.224572514758977,"nov",0,0,1790.83741780572,33810.8374178057,5289.16258219427
"450","979",32290,38940,-0.0100991325263408,0.162318270260403,"nov",0,0,1790.91156377017,34080.9115637702,4859.08843622983
"451","980",31090,39130,-0.351668519245268,0.23624518560246,"nov",0,0,1787.97931319032,32877.9793131903,6252.02068680968
